Seed,Method,Iteration,NRMSE,PSNRdB,SupportSpectrumError,PoissonNLL,ElapsedSeconds,StepSize
7,RL,111,0.588974907299399,34.054977793001,0.341712466854894,10803.915230279,1.3969543,1
7,RL,112,0.59040113423839,34.0339699797278,0.342425045276212,10799.0707838512,1.4077649,1
7,RL,113,0.59182918508444,34.0129860853438,0.34313437434352,10794.2786430514,1.4182709,1
7,RL,114,0.59325893683006,33.992027860098,0.343840420800495,10789.5378824352,1.4292615,1
7,RL,115,0.594690270571296,33.9710969771101,0.344543154384813,10784.8476005107,1.4406237,1
7,RL,116,0.596123071350714,33.9501950355366,0.345242547665751,10780.2069189032,1.4534077,1
7,RL,117,0.597557228007525,33.9293235635932,0.345938575890683,10775.6149815555,1.4664322,1
7,RL,118,0.598992633034643,33.9084840214426,0.34663121683993,10771.0709539641,1.4772442,1
7,RL,119,0.6004291824419,33.8876778039528,0.347320450689473,10766.574022448,1.4882943,1
7,RL,120,0.601866775625456,33.8669062433335,0.34800625988109,10762.1233934487,1.4988683,1
7,RL,121,0.603305315243002,33.8461706116559,0.348688628999464,10757.7182928608,1.5119512,1
7,RL,122,0.604744707094302,33.825472123263,0.349367544655881,10753.3579653897,1.5242678,1
7,RL,123,0.606184860006982,33.8048119370737,0.350042995378128,10749.0416739372,1.5362401,1
7,RL,124,0.60762568572728,33.7841911587882,0.350714971506239,10744.7686990116,1.5493745,1
7,RL,125,0.609067098815352,33.7636108429976,0.351383465093769,10740.5383381625,1.5619007,1
7,RL,126,0.610509016545093,33.7430719952031,0.352048469814264,10736.3499054387,1.5739453,1
7,RL,127,0.611951358808237,33.7225755737501,0.352709980872661,10732.2027308673,1.5874584,1
7,RL,128,0.613394048022304,33.702122491679,0.353367994921308,10728.0961599545,1.5998459,1
7,RL,129,0.614837009042495,33.6817136184991,0.354022509980392,10724.0295532054,1.6120889,1
7,RL,130,0.616280169077149,33.6613497818871,0.354673525362487,10720.0022856628,1.6238561,1
7,RL,131,0.617723457606748,33.6410317693152,0.355321041601022,10716.0137464642,1.6358576,1
7,RL,132,0.619166806306105,33.620760329612,0.355965060382444,10712.0633384159,1.6475988,1
7,RL,133,0.620610148969713,33.6005361744579,0.356605584481888,10708.1504775831,1.6595506,1
7,RL,134,0.622053421440191,33.5803599798199,0.357242617702137,10704.2745928959,1.6715716,1
7,RL,135,0.623496561539426,33.5602323873274,0.357876164815716,10700.4351257694,1.6850237,1
7,RL,136,0.624939509002476,33.5401540055914,0.358506231509954,10696.6315297392,1.6963252,1
7,RL,137,0.626382205414198,33.5201254114714,0.359132824334828,10692.8632701093,1.7099968,1
7,RL,138,0.627824594148124,33.5001471512901,0.359755950653477,10689.1298236135,1.7215055,1
7,RL,139,0.629266620307891,33.4802197419997,0.360375618595217,10685.4306780889,1.7338408,1
7,RL,140,0.63070823067084,33.460343672302,0.360991837010929,10681.765332161,1.7455492,1
7,RL,141,0.632149373633756,33.4405194037231,0.36160461543071,10678.133294941,1.7567326,1
7,RL,142,0.63358999916069,33.420747371646,0.362213964023651,10674.5340857327,1.769327,1
7,RL,143,0.635030058732813,33.4010279863024,0.362819893559639,10670.9672337502,1.7815589,1
7,RL,144,0.636469505300007,33.3813616337255,0.363422415373078,10667.432277846,1.7944035,1
7,RL,145,0.637908293234366,33.3617486766657,0.364021541328427,10663.9287662478,1.8078762,1
7,RL,146,0.639346378285424,33.3421894554698,0.36461728378746,10660.4562563045,1.8196036,1
7,RL,147,0.640783717536941,33.3226842889273,0.365209655578167,10657.0143142415,1.8313143,1
7,RL,148,0.642220269365335,33.3032334750831,0.365798669965198,10653.6025149236,1.8432605,1
7,RL,149,0.643655993399675,33.2838372920192,0.366384340621791,10650.2204416261,1.8545854,1
7,RL,150,0.645090850482926,33.2644959986063,0.36696668160309,10646.8676858139,1.866422,1
7,OMW,0,0.734728229698911,32.1343791105761,0.593274295245414,16698.0326623037,0,0
7,OMW,1,0.623901301117724,33.5545958161292,0.402872544545731,14609.4913460688,0.0128108,1
7,OMW,2,0.653528944808617,33.1516170977247,0.466095216055034,15890.60567846,0.0245161,1
7,OMW,3,0.633583331359071,33.4208387810652,0.434292465216777,13499.2515347649,0.0366327,1
7,OMW,4,0.604458826368494,33.8295791712687,0.393165601052,12320.5834396549,0.0488898,1
7,OMW,5,0.605821681635042,33.8100173996578,0.401295471937372,12068.2654817809,0.0624608,1
7,OMW,6,0.623842567252231,33.5554135414445,0.417036376488858,11938.896217755,0.0764497,1
7,OMW,7,0.640394041868519,33.3279679896941,0.422641397512907,11752.2373276488,0.0886866,1
7,OMW,8,0.657057804676673,33.1048420766155,0.429149298370437,11672.9459399122,0.1009746,1
7,OMW,9,0.671108720679991,32.9210559974775,0.435314927103006,11598.2958526007,0.1133783,1
7,OMW,10,0.683504650357748,32.7620841683532,0.441375305469765,11526.4124236975,0.1255688,1
7,OMW,11,0.695585900369353,32.6098982386715,0.447298614071111,11467.9581542891,0.1385019,1
7,OMW,12,0.707695404069138,32.4599861385871,0.4530027790825,11424.2188193171,0.1498205,1
7,OMW,13,0.719463238054672,32.3167414832473,0.458312123046652,11388.5562979469,0.1615336,1
7,OMW,14,0.730827779000593,32.180612709419,0.463350171348448,11357.6383884968,0.1726988,1
7,OMW,15,0.741807242812124,32.0510922557592,0.46806410506638,11330.0125719676,0.1840394,1
7,OMW,16,0.752364315386578,31.9283498668907,0.472456605642748,11304.3944210931,0.1963017,1
7,OMW,17,0.762529814652302,31.8117770604823,0.476548619820318,11281.3489591666,0.2084945,1
7,OMW,18,0.77241489384947,31.6999008560604,0.480452227741461,11260.8747983415,0.2201513,1
7,OMW,19,0.782038448779261,31.5923515308901,0.484131049181799,11242.5939933449,0.2310854,1
7,OMW,20,0.791405305928636,31.4889344899691,0.487641584825495,11225.6431907647,0.2433291,1
7,OMW,21,0.80051938377986,31.3894765949598,0.490950658739121,11210.3157739353,0.2554719,1
7,OMW,22,0.809406397434744,31.2935809893454,0.494131236167952,11196.0556876655,0.2693645,1
7,OMW,23,0.818057434899494,31.2012377213299,0.497122965098906,11183.0208096563,0.2806161,1
7,OMW,24,0.826515084216071,31.1118979623818,0.500025166674661,11170.7346258402,0.2930299,1
7,OMW,25,0.834766804715627,31.0256102305888,0.50275250676798,11159.5611944752,0.3047301,1
7,OMW,26,0.842858410282083,30.9418211490492,0.505428099980923,11148.934466538,0.3159927,1
7,OMW,27,0.850744800475294,30.8609275730977,0.50791802238628,11139.2232920503,0.3287698,1
7,OMW,28,0.858506232633146,30.7820445942913,0.510403294293376,11129.9195636263,0.3402519,1
7,OMW,29,0.8660575330919,30.7059787706942,0.51267783224606,11121.4525277036,0.3527008,1
7,OMW,30,0.873529110238075,30.6313659954964,0.515011332810364,11113.3113092475,0.3644513,1
7,OMW,31,0.88076500570899,30.5597126218144,0.517080309771997,11106.0272871829,0.3757291,1
7,OMW,32,0.887982759588073,30.4888229643376,0.51930141453141,11099.0323705015,0.3877423,1
7,OMW,33,0.89491781138988,30.4212506057122,0.521163055431467,11093.4085722296,0.399333,1
7,OMW,34,0.901902049120788,30.3537261699091,0.523312096189505,11087.7055864727,0.4112643,1
7,OMW,35,0.908563813140896,30.289804933474,0.524956089992658,11086.4623919118,0.4225842,1
7,OMW,36,0.915224218511716,30.226363566189,0.527040179576729,11081.5657503599,0.4332023,1
7,OMW,37,0.921747165258995,30.1646774297609,0.52847792325649,11097.9464309055,0.4448813,1
7,OMW,38,0.927371123559688,30.1118422682163,0.530209771248258,11089.1346415657,0.4576829,1
7,OMW,39,0.933940420128932,30.0505302088563,0.531435957948751,11137.8264147858,0.4701377,1
7,OMW,40,0.93888468931184,30.0046685039711,0.532674925569249,11176.1529597943,0.4818227,1
7,OMW,41,0.945020955980169,29.9480848595675,0.53330069376546,11208.8979453675,0.4932382,1
7,OMW,42,0.948769196592243,29.9137021200003,0.533802951502595,11230.7082427564,0.5055558,1
7,OMW,43,0.955878773253234,29.8488572919362,0.536166226706497,11281.5338158777,0.5166785,1
7,OMW,44,0.960246818457361,29.8092561045582,0.534935394364457,11329.7508527334,0.5287509,1
7,OMW,45,0.965944792895859,29.7578675290861,0.538853175007798,11476.1226701702,0.5398752,1
7,OMW,46,0.977652890225346,29.6532198725444,0.542071764891581,11604.7311550913,0.5513505,1
7,OMW,47,0.970236260353307,29.7193636157262,0.534740335243225,11574.2540695478,0.5633573,1
7,OMW,48,0.975096205381308,29.6759643153748,0.536233583785628,11605.3021785601,0.5758651,1
7,OMW,49,0.977440911068554,29.6551033909387,0.534053496296055,11556.5984459931,0.5877802,1
7,OMW,50,0.982252115197965,29.6124541887467,0.538080038952534,11548.4849906793,0.6000858,1
7,OMW,51,0.981787428160375,29.6165643100666,0.533312282138667,11510.7108051136,0.6128143,1
7,OMW,52,0.987208700718962,29.5687341559685,0.537547976096247,11533.5226998559,0.6244638,1
7,OMW,53,0.993536849632469,29.5132340539208,0.535487263947988,11559.9217259042,0.6365377,1
7,OMW,54,0.993242466908837,29.5158080447472,0.536613743086296,11595.0348154751,0.6489056,1
7,OMW,55,0.997498099163485,29.4786721074581,0.534916504516938,11756.4869470081,0.6615284,1
7,OMW,56,0.998765868877949,29.4676397896054,0.535012396478725,11658.4248828265,0.6745574,1
7,OMW,57,1.00922616373966,29.377143625125,0.537575204739239,11627.9121906345,0.6874304,1
7,OMW,58,1.00207831012316,29.4388804032665,0.533196782136942,11587.8886955196,0.6992384,1
7,OMW,59,1.01429900569994,29.3335936476992,0.538125348620777,11559.655633313,0.7126784,1
7,OMW,60,1.00576125541781,29.4070156140686,0.533612474947772,11619.8485205059,0.7254753,1
7,OMW,61,1.0248688963219,29.2435473836414,0.540770882356554,11859.5692890929,0.7381014,1
7,OMW,62,1.01063649821191,29.3650140761211,0.533639174122473,11618.7226335061,0.7505829,1
7,OMW,63,1.02683399052985,29.2269089154233,0.5402422857468,11643.75305912,0.7621015,1
7,OMW,64,1.02582076272066,29.235483943084,0.537865655671622,11658.2966499073,0.7739103,1
7,OMW,65,1.04111981499322,29.1068993984673,0.543528851613253,11566.3348884969,0.785564,1
7,OMW,66,1.02793609658016,29.2175913061193,0.536425494069923,11462.762196143,0.7982784,1
7,OMW,67,1.04685008620821,29.0592237798664,0.54488152178797,11413.5725987207,0.810041,1
7,OMW,68,1.04048071483699,29.1122329420743,0.540046604339269,11373.6301731381,0.8227485,1
7,OMW,69,1.05858786948221,28.9623753820242,0.548383496433832,11375.5137541778,0.8352144,1
7,OMW,70,1.05005052054626,29.0327097515426,0.542866217782233,11380.3161503923,0.8464126,1
7,OMW,71,1.06478394947255,28.911683723353,0.548680942634938,11415.9452971938,0.8581782,1
7,OMW,72,1.059665057008,28.9535413729613,0.544999715865573,11379.6318780521,0.869847,1
7,OMW,73,1.07250719050675,28.848909391858,0.549456458935112,11385.5815365227,0.8814557,1
7,OMW,74,1.06732821372793,28.8909538486275,0.546849434245757,11350.5948523755,0.8920997,1
7,OMW,75,1.07963389167398,28.7913834549193,0.550369448121028,11361.6522476086,0.9034284,1
7,OMW,76,1.07629146254786,28.8183157359612,0.549404537202941,11319.5912027132,0.9139713,1
7,OMW,77,1.08550115144677,28.7443078733997,0.55115287162985,11349.4568510133,0.9257859,1
7,OMW,78,1.0833914953008,28.7612052023336,0.551200781627478,11328.165697206,0.9363413,1
7,OMW,79,1.09041230382819,28.705098777179,0.551172252235291,11390.0772758692,0.9469085,1
7,OMW,80,1.08897284557758,28.7165726346795,0.552136807642695,11423.1405396359,0.9582931,1
7,OMW,81,1.09617082296094,28.6593488793685,0.551721826720946,11359.1246423313,0.968576,1
7,OMW,82,1.09542580958219,28.6652542582508,0.552597313068306,11325.554437602,0.9805331,1
7,OMW,83,1.10415494358931,28.5963132179582,0.553403611096185,11327.904342763,0.9917191,1
7,OMW,84,1.10319495669663,28.6038682872551,0.554417722772491,11292.7084890739,1.0032727,1
7,OMW,85,1.11116343263175,28.5413548281399,0.554767826560452,11304.4302840331,1.0141905,1
7,OMW,86,1.11131395306696,28.5401782997318,0.555939549217541,11285.0779572982,1.0259496,1
7,OMW,87,1.11732684848262,28.4933089498794,0.555898434639992,11285.0893391793,1.0377595,1
7,OMW,88,1.11927022341124,28.4782146402107,0.557548938629595,11279.7547270436,1.0494057,1
7,OMW,89,1.12398851887012,28.4416761408406,0.557133710053559,11273.905802411,1.0602246,1
7,OMW,90,1.12664408661974,28.421178811292,0.558994526415811,11276.2047587389,1.0709359,1
7,OMW,91,1.13048755492436,28.391597928039,0.558372886141274,11269.4542096051,1.080602,1
7,OMW,92,1.13391492907799,28.3653041780621,0.560375697019332,11276.2727647414,1.0920998,1
7,OMW,93,1.13680916190154,28.3431623418034,0.559542436816634,11271.5898267384,1.102961,1
7,OMW,94,1.14065761171089,28.3138075845573,0.561546767355132,11281.0325781559,1.1134908,1
7,OMW,95,1.14303162248394,28.2957487325091,0.560643642007984,11278.9508502271,1.1244975,1
7,OMW,96,1.14681376311515,28.2670557157674,0.562371091486644,11284.0026069332,1.1364451,1
7,OMW,97,1.14977809596906,28.2446330269324,0.561961220928841,11281.1040055855,1.1471147,1
7,OMW,98,1.15242379004035,28.2246693417532,0.562926438100593,11284.4898220286,1.1582009,1
7,OMW,99,1.15709971688537,28.1894978962974,0.563565261921232,11294.334509152,1.1696189,1
7,OMW,100,1.15771544067921,28.1848771307649,0.563399295110796,11299.4839929271,1.1796793,1
7,OMW,101,1.16312539481827,28.1443828848944,0.564657620833112,11307.0794370098,1.1903619,1
7,OMW,102,1.16338396803955,28.1424521482221,0.564122839448865,11319.6661115739,1.2019594,1
7,OMW,103,1.16774609889062,28.1099451406376,0.56502659308192,11318.4981596228,1.2128108,1
7,OMW,104,1.16827622809109,28.1060028462894,0.564777544405181,11330.256439213,1.2238339,1
7,OMW,105,1.17194179158081,28.0787928122643,0.56492527643036,11318.9343574301,1.235417,1
7,OMW,106,1.17299796817694,28.0709684458306,0.565034936319608,11327.8166128807,1.2467614,1
7,OMW,107,1.17725133047913,28.0395298440604,0.565411233917269,11314.0601282745,1.2576491,1
7,OMW,108,1.17826165789851,28.0320787342218,0.565444286357044,11322.6131013512,1.2682727,1
7,OMW,109,1.18337075414862,27.9944970045813,0.566287624711696,11305.6591817188,1.278,1
7,OMW,110,1.18374038538835,27.9917843510623,0.566007925838577,11321.0266484,1.2888164,1
7,OMW,111,1.18944620223548,27.950017562742,0.567136783036237,11298.1959340021,1.2995954,1
7,OMW,112,1.1892731311276,27.9512815004619,0.56663631936457,11320.5005793643,1.3113118,1
7,OMW,113,1.19546162562,27.9062008467779,0.567953904855104,11294.3972868016,1.3221514,1
7,OMW,114,1.19494638664441,27.9099452359581,0.56734750020441,11318.3803353447,1.3325062,1
7,OMW,115,1.2012080747051,27.8645487841635,0.568674966722334,11292.5226277366,1.3450397,1
7,OMW,116,1.20081183224689,27.8674144708992,0.568166515679026,11315.08670452,1.3566252,1
7,OMW,117,1.20659309172191,27.8256969535846,0.569272470678512,11291.978435668,1.3681937,1
7,OMW,118,1.20671455297083,27.824822635711,0.569046104480671,11307.3970050196,1.3791254,1
7,OMW,119,1.21174251616619,27.7887067195781,0.569795012187342,11292.2384287656,1.3902612,1
7,OMW,120,1.212560201517,27.7828474471917,0.569965336449606,11299.8326313195,1.4034071,1
7,OMW,121,1.21675775732572,27.7528311682148,0.570266980192791,11293.370293006,1.4139452,1
7,OMW,122,1.21825178115768,27.742172542411,0.570858793127989,11294.5640949391,1.4246095,1
7,OMW,123,1.2216952715076,27.7176557833494,0.570712762648928,11295.1509756845,1.4351915,1
7,OMW,124,1.22380069272361,27.7026997489826,0.57169599517341,11291.4873147209,1.4471927,1
7,OMW,125,1.22649066450592,27.6836287047593,0.571131266415783,11293.1301396973,1.4594691,1
7,OMW,126,1.22946260654957,27.662607153978,0.572577881880481,11291.4186282226,1.4693551,1
7,OMW,127,1.23116801096424,27.6505671860115,0.571550952066538,11287.8685625435,1.4800526,1
7,OMW,128,1.23516816528395,27.6223918466097,0.573512507849729,11294.2275422431,1.4912574,1
7,OMW,129,1.23596571872135,27.6167851399694,0.571998432487305,11286.0532997121,1.5011886,1
7,OMW,130,1.24057765013925,27.5844345870775,0.57434837968715,11299.6140637588,1.5115455,1
7,OMW,131,1.24073687579406,27.5833198420885,0.572393452288958,11287.4701659776,1.5219772,1
7,OMW,132,1.24582559104373,27.5477686895614,0.57506032906677,11307.5451667312,1.5320842,1
7,OMW,133,1.24494784255715,27.5538905043335,0.572644412228535,11288.7824336321,1.5426615,1
7,OMW,134,1.25110064581463,27.5110686773113,0.575674928737484,11314.9028433785,1.5537322,1
7,OMW,135,1.24892045189426,27.5262180923302,0.572869330743258,11288.2438800866,1.5654872,1
7,OMW,136,1.25634220373082,27.4747546612891,0.576217972218691,11316.8125862459,1.5770521,1
7,OMW,137,1.25310539158128,27.4971616713054,0.573208557875002,11286.6475270976,1.5893296,1
7,OMW,138,1.26176177088313,27.4373663442616,0.576812151855367,11320.0989989286,1.6010586,1
7,OMW,139,1.25677969260642,27.471730550015,0.573425900701895,11286.3555595321,1.6118031,1
7,OMW,140,1.26714411831374,27.4003934014835,0.577377120771709,11322.22100547,1.6223523,1
7,OMW,141,1.26054203250932,27.4457670085383,0.573697311886465,11283.5760670306,1.6337453,1
7,OMW,142,1.27239213117246,27.3644941498718,0.577987387865444,11319.2638440551,1.6462109,1
